==10739== NVPROF is profiling process 10739, command: ./sandbox s2 16 400000 ./output/Exp3/Exp3_BL_2Pow14RemotePlusLocalAtomics_RAND400000_cpu.csv
==10739== Profiling application: ./sandbox s2 16 400000 ./output/Exp3/Exp3_BL_2Pow14RemotePlusLocalAtomics_RAND400000_cpu.csv
==10739== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,s,,s,s,s,
"GPU activities",93.897454,0.005101,80,0.000064,0.000002,0.000126,"[CUDA memcpy DtoH]"
"GPU activities",3.633257,0.000197,40,0.000005,0.000003,0.000006,"aggregateEx(unsigned int*, unsigned int*, unsigned int*, unsigned int*, unsigned int*, unsigned int, unsigned int, unsigned int)"
"GPU activities",2.469289,0.000134,40,0.000003,0.000003,0.000004,"[CUDA memcpy HtoD]"
