==26672== NVPROF is profiling process 26672, command: ./sandbox b1 32 40 ./output/Exp3/Exp3_BL_2Pow15LocalAtomics_CPUMerge_RAND40_cpu.csv
==26672== Profiling application: ./sandbox b1 32 40 ./output/Exp3/Exp3_BL_2Pow15LocalAtomics_CPUMerge_RAND40_cpu.csv
==26672== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,s,,s,s,s,
"GPU activities",42.630787,0.000299,40,0.000007,0.000005,0.000011,"aggregate(unsigned int*, unsigned int, unsigned int*)"
"GPU activities",28.709735,0.000201,40,0.000005,0.000005,0.000005,"[CUDA memcpy HtoD]"
"GPU activities",28.659479,0.000201,80,0.000003,0.000002,0.000004,"[CUDA memcpy DtoH]"
