==13908== NVPROF is profiling process 13908, command: ./sandbox b1 16384 400000 ./output/Exp3/Exp3_BL_2Pow24LocalAtomics_CPUMerge_RAND400000_cpu.csv
==13908== Profiling application: ./sandbox b1 16384 400000 ./output/Exp3/Exp3_BL_2Pow24LocalAtomics_CPUMerge_RAND400000_cpu.csv
==13908== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,s,,s,s,s,
"GPU activities",54.577506,0.168566,80,0.002107,0.000672,0.008864,"[CUDA memcpy DtoH]"
"GPU activities",43.515300,0.134400,40,0.003360,0.003327,0.003428,"[CUDA memcpy HtoD]"
"GPU activities",1.907194,0.005890,40,0.000147,0.000145,0.000150,"aggregate(unsigned int*, unsigned int, unsigned int*)"
