==25240== NVPROF is profiling process 25240, command: ./sandbox s2 4 40 ./output/Exp3/Exp3_BL_2Pow12RemotePlusLocalAtomics_RAND40_cpu.csv
==25240== Profiling application: ./sandbox s2 4 40 ./output/Exp3/Exp3_BL_2Pow12RemotePlusLocalAtomics_RAND40_cpu.csv
==25240== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,s,,s,s,s,
"GPU activities",43.673077,0.000164,40,0.000004,0.000003,0.000006,"aggregateEx(unsigned int*, unsigned int*, unsigned int*, unsigned int*, unsigned int*, unsigned int, unsigned int, unsigned int)"
"GPU activities",36.041973,0.000135,80,0.000002,0.000002,0.000002,"[CUDA memcpy DtoH]"
"GPU activities",20.284951,0.000076,40,0.000002,0.000002,0.000002,"[CUDA memcpy HtoD]"
